Data as of,Start week,End Week,State,Sex,Age group,COVID-19 Deaths,Total Deaths,Pneumonia Deaths,Pneumonia and COVID-19 Deaths,Influenza Deaths,"Pneumonia, Influenza, or COVID-19 Deaths",Footnote
9/30/20,2/1/20,9/26/20,Pennsylvania,Female,75-84 years,989,11180,840,371,45,1503,
9/30/20,2/1/20,9/26/20,Pennsylvania,Female,85 years and over,2267,20853,1524,618,43,3216,
9/30/20,2/1/20,9/26/20,Pennsylvania,Unknown,All Ages,0,,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
9/30/20,2/1/20,9/26/20,Pennsylvania,Unknown,Under 1 year,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
9/30/20,2/1/20,9/26/20,Pennsylvania,Unknown,0-17 years,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
9/30/20,2/1/20,9/26/20,Pennsylvania,Unknown,1-4 years,0,0,0,0,0,0,
9/30/20,2/1/20,9/26/20,Pennsylvania,Unknown,5-14 years,0,0,0,0,0,0,
9/30/20,2/1/20,9/26/20,Pennsylvania,Unknown,15-24 years,0,0,0,0,0,0,
9/30/20,2/1/20,9/26/20,Pennsylvania,Unknown,18-29 years,0,0,0,0,0,0,
9/30/20,2/1/20,9/26/20,Pennsylvania,Unknown,25-34 years,0,0,0,0,0,0,
9/30/20,2/1/20,9/26/20,Pennsylvania,Unknown,30-49 years,0,0,0,0,0,0,
9/30/20,2/1/20,9/26/20,Pennsylvania,Unknown,35-44 years,0,0,0,0,0,0,
9/30/20,2/1/20,9/26/20,Pennsylvania,Unknown,45-54 years,0,0,0,0,0,0,
9/30/20,2/1/20,9/26/20,Pennsylvania,Unknown,50-64 years,0,0,0,0,0,0,
9/30/20,2/1/20,9/26/20,Pennsylvania,Unknown,55-64 years,0,0,0,0,0,0,
9/30/20,2/1/20,9/26/20,Pennsylvania,Unknown,65-74 years,0,0,0,0,0,0,
9/30/20,2/1/20,9/26/20,Pennsylvania,Unknown,75-84 years,0,,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
9/30/20,2/1/20,9/26/20,Pennsylvania,Unknown,85 years and over,0,0,0,0,0,0,
9/30/20,2/1/20,9/26/20,Rhode Island,All Sexes,All Ages,1054,7361,706,401,25,1384,
9/30/20,2/1/20,9/26/20,Rhode Island,Male,All Ages,483,3614,349,184,10,658,
9/30/20,2/1/20,9/26/20,Rhode Island,Male,Under 1 year,0,15,0,0,0,0,
9/30/20,2/1/20,9/26/20,Rhode Island,Male,0-17 years,0,25,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
9/30/20,2/1/20,9/26/20,Rhode Island,Male,1-4 years,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
9/30/20,2/1/20,9/26/20,Rhode Island,Male,5-14 years,0,,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
9/30/20,2/1/20,9/26/20,Rhode Island,Male,15-24 years,0,35,0,0,0,0,
9/30/20,2/1/20,9/26/20,Rhode Island,Male,18-29 years,0,65,0,0,0,0,
9/30/20,2/1/20,9/26/20,Rhode Island,Male,25-34 years,,83,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
9/30/20,2/1/20,9/26/20,Rhode Island,Male,30-49 years,16,233,,,0,19,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
9/30/20,2/1/20,9/26/20,Rhode Island,Male,35-44 years,10,109,,,0,11,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
9/30/20,2/1/20,9/26/20,Rhode Island,Male,45-54 years,11,201,10,,0,16,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
9/30/20,2/1/20,9/26/20,Rhode Island,Male,50-64 years,60,658,49,23,,87,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
9/30/20,2/1/20,9/26/20,Rhode Island,Male,55-64 years,54,531,42,20,,77,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
9/30/20,2/1/20,9/26/20,Rhode Island,Male,65-74 years,110,721,79,54,,137,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
9/30/20,2/1/20,9/26/20,Rhode Island,Male,75-84 years,139,865,105,51,,196,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
9/30/20,2/1/20,9/26/20,Rhode Island,Male,85 years and over,158,1047,108,52,,218,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
9/30/20,2/1/20,9/26/20,Rhode Island,Female,All Ages,571,3747,357,217,15,726,
9/30/20,2/1/20,9/26/20,Rhode Island,Female,Under 1 year,0,19,0,0,0,0,
9/30/20,2/1/20,9/26/20,Rhode Island,Female,0-17 years,,28,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
9/30/20,2/1/20,9/26/20,Rhode Island,Female,1-4 years,0,,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
9/30/20,2/1/20,9/26/20,Rhode Island,Female,5-14 years,,,0,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
9/30/20,2/1/20,9/26/20,Rhode Island,Female,15-24 years,0,10,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
9/30/20,2/1/20,9/26/20,Rhode Island,Female,18-29 years,,23,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
9/30/20,2/1/20,9/26/20,Rhode Island,Female,25-34 years,,30,,,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
9/30/20,2/1/20,9/26/20,Rhode Island,Female,30-49 years,,102,,,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
9/30/20,2/1/20,9/26/20,Rhode Island,Female,35-44 years,,53,0,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
9/30/20,2/1/20,9/26/20,Rhode Island,Female,45-54 years,,108,10,,0,12,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
9/30/20,2/1/20,9/26/20,Rhode Island,Female,50-64 years,26,396,39,16,,50,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
9/30/20,2/1/20,9/26/20,Rhode Island,Female,55-64 years,22,322,31,13,,41,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
9/30/20,2/1/20,9/26/20,Rhode Island,Female,65-74 years,81,522,65,42,,106,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
9/30/20,2/1/20,9/26/20,Rhode Island,Female,75-84 years,134,862,87,56,,170,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
9/30/20,2/1/20,9/26/20,Rhode Island,Female,85 years and over,322,1814,161,100,,389,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
9/30/20,2/1/20,9/26/20,Rhode Island,Unknown,All Ages,0,0,0,0,0,0,
9/30/20,2/1/20,9/26/20,Rhode Island,Unknown,Under 1 year,0,0,0,0,0,0,
9/30/20,2/1/20,9/26/20,Rhode Island,Unknown,0-17 years,0,0,0,0,0,0,
9/30/20,2/1/20,9/26/20,Rhode Island,Unknown,1-4 years,0,0,0,0,0,0,
9/30/20,2/1/20,9/26/20,Rhode Island,Unknown,5-14 years,0,0,0,0,0,0,
9/30/20,2/1/20,9/26/20,Rhode Island,Unknown,15-24 years,0,0,0,0,0,0,
9/30/20,2/1/20,9/26/20,Rhode Island,Unknown,18-29 years,0,0,0,0,0,0,
9/30/20,2/1/20,9/26/20,Rhode Island,Unknown,25-34 years,0,0,0,0,0,0,
9/30/20,2/1/20,9/26/20,Rhode Island,Unknown,30-49 years,0,0,0,0,0,0,
9/30/20,2/1/20,9/26/20,Rhode Island,Unknown,35-44 years,0,0,0,0,0,0,
9/30/20,2/1/20,9/26/20,Rhode Island,Unknown,45-54 years,0,0,0,0,0,0,
9/30/20,2/1/20,9/26/20,Rhode Island,Unknown,50-64 years,0,0,0,0,0,0,
9/30/20,2/1/20,9/26/20,Rhode Island,Unknown,55-64 years,0,0,0,0,0,0,
9/30/20,2/1/20,9/26/20,Rhode Island,Unknown,65-74 years,0,0,0,0,0,0,
9/30/20,2/1/20,9/26/20,Rhode Island,Unknown,75-84 years,0,0,0,0,0,0,
9/30/20,2/1/20,9/26/20,Rhode Island,Unknown,85 years and over,0,0,0,0,0,0,
9/30/20,2/1/20,9/26/20,South Carolina,All Sexes,All Ages,3137,38150,3201,1333,102,5103,
9/30/20,2/1/20,9/26/20,South Carolina,Male,All Ages,1587,20096,1658,669,51,2626,
9/30/20,2/1/20,9/26/20,South Carolina,Male,Under 1 year,,117,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
9/30/20,2/1/20,9/26/20,South Carolina,Male,0-17 years,,228,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
9/30/20,2/1/20,9/26/20,South Carolina,Male,1-4 years,0,20,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
9/30/20,2/1/20,9/26/20,South Carolina,Male,5-14 years,0,38,0,0,0,0,
9/30/20,2/1/20,9/26/20,South Carolina,Male,15-24 years,,361,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
9/30/20,2/1/20,9/26/20,South Carolina,Male,18-29 years,,622,13,,,18,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
9/30/20,2/1/20,9/26/20,South Carolina,Male,25-34 years,12,643,17,,,23,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
9/30/20,2/1/20,9/26/20,South Carolina,Male,30-49 years,85,1736,76,35,,130,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
9/30/20,2/1/20,9/26/20,South Carolina,Male,35-44 years,40,803,30,17,,56,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
9/30/20,2/1/20,9/26/20,South Carolina,Male,45-54 years,76,1480,93,24,,153,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
9/30/20,2/1/20,9/26/20,South Carolina,Male,50-64 years,247,4172,311,101,15,472,
9/30/20,2/1/20,9/26/20,South Carolina,Male,55-64 years,209,3296,255,91,,381,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
9/30/20,2/1/20,9/26/20,South Carolina,Male,65-74 years,396,4769,411,174,12,645,
9/30/20,2/1/20,9/26/20,South Carolina,Male,75-84 years,521,5027,496,218,13,811,
9/30/20,2/1/20,9/26/20,South Carolina,Male,85 years and over,328,3542,347,135,,545,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
9/30/20,2/1/20,9/26/20,South Carolina,Female,All Ages,1550,18053,1543,664,51,2477,
9/30/20,2/1/20,9/26/20,South Carolina,Female,Under 1 year,0,92,0,0,0,0,
9/30/20,2/1/20,9/26/20,South Carolina,Female,0-17 years,0,161,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
9/30/20,2/1/20,9/26/20,South Carolina,Female,1-4 years,0,21,0,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
9/30/20,2/1/20,9/26/20,South Carolina,Female,5-14 years,0,27,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
9/30/20,2/1/20,9/26/20,South Carolina,Female,15-24 years,,135,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
9/30/20,2/1/20,9/26/20,South Carolina,Female,18-29 years,,265,,,,11,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
9/30/20,2/1/20,9/26/20,South Carolina,Female,25-34 years,,291,11,,,12,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
9/30/20,2/1/20,9/26/20,South Carolina,Female,30-49 years,31,1015,48,10,,76,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
9/30/20,2/1/20,9/26/20,South Carolina,Female,35-44 years,16,495,23,,,39,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
9/30/20,2/1/20,9/26/20,South Carolina,Female,45-54 years,43,925,68,18,,98,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
9/30/20,2/1/20,9/26/20,South Carolina,Female,50-64 years,212,2671,254,98,,377,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
9/30/20,2/1/20,9/26/20,South Carolina,Female,55-64 years,184,2126,206,84,,311,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
9/30/20,2/1/20,9/26/20,South Carolina,Female,65-74 years,353,3524,345,167,,538,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
9/30/20,2/1/20,9/26/20,South Carolina,Female,75-84 years,422,4475,409,179,12,664,
9/30/20,2/1/20,9/26/20,South Carolina,Female,85 years and over,527,5942,478,207,11,809,
9/30/20,2/1/20,9/26/20,South Carolina,Unknown,All Ages,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
9/30/20,2/1/20,9/26/20,South Carolina,Unknown,Under 1 year,0,0,0,0,0,0,
9/30/20,2/1/20,9/26/20,South Carolina,Unknown,0-17 years,0,0,0,0,0,0,
9/30/20,2/1/20,9/26/20,South Carolina,Unknown,1-4 years,0,0,0,0,0,0,
9/30/20,2/1/20,9/26/20,South Carolina,Unknown,5-14 years,0,0,0,0,0,0,
9/30/20,2/1/20,9/26/20,South Carolina,Unknown,15-24 years,0,0,0,0,0,0,
9/30/20,2/1/20,9/26/20,South Carolina,Unknown,18-29 years,0,0,0,0,0,0,
9/30/20,2/1/20,9/26/20,South Carolina,Unknown,25-34 years,0,0,0,0,0,0,
9/30/20,2/1/20,9/26/20,South Carolina,Unknown,30-49 years,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
9/30/20,2/1/20,9/26/20,South Carolina,Unknown,35-44 years,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
9/30/20,2/1/20,9/26/20,South Carolina,Unknown,45-54 years,0,0,0,0,0,0,
9/30/20,2/1/20,9/26/20,South Carolina,Unknown,50-64 years,0,0,0,0,0,0,
9/30/20,2/1/20,9/26/20,South Carolina,Unknown,55-64 years,0,0,0,0,0,0,
9/30/20,2/1/20,9/26/20,South Carolina,Unknown,65-74 years,0,0,0,0,0,0,
9/30/20,2/1/20,9/26/20,South Carolina,Unknown,75-84 years,0,0,0,0,0,0,
9/30/20,2/1/20,9/26/20,South Carolina,Unknown,85 years and over,0,0,0,0,0,0,
9/30/20,2/1/20,9/26/20,South Dakota,All Sexes,All Ages,234,5340,428,104,27,585,
9/30/20,2/1/20,9/26/20,South Dakota,Male,All Ages,126,2824,252,63,17,332,
9/30/20,2/1/20,9/26/20,South Dakota,Male,Under 1 year,0,18,0,0,0,0,
9/30/20,2/1/20,9/26/20,South Dakota,Male,0-17 years,0,36,0,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
9/30/20,2/1/20,9/26/20,South Dakota,Male,1-4 years,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
9/30/20,2/1/20,9/26/20,South Dakota,Male,5-14 years,0,,0,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
9/30/20,2/1/20,9/26/20,South Dakota,Male,15-24 years,0,42,0,0,0,0,
9/30/20,2/1/20,9/26/20,South Dakota,Male,18-29 years,,69,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
9/30/20,2/1/20,9/26/20,South Dakota,Male,25-34 years,,86,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
9/30/20,2/1/20,9/26/20,South Dakota,Male,30-49 years,15,229,15,,,23,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
9/30/20,2/1/20,9/26/20,South Dakota,Male,35-44 years,,115,,,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
9/30/20,2/1/20,9/26/20,South Dakota,Male,45-54 years,10,172,16,,0,19,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
9/30/20,2/1/20,9/26/20,South Dakota,Male,50-64 years,27,494,50,14,,66,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
9/30/20,2/1/20,9/26/20,South Dakota,Male,55-64 years,22,383,40,10,,55,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
9/30/20,2/1/20,9/26/20,South Dakota,Male,65-74 years,20,600,54,10,,68,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
9/30/20,2/1/20,9/26/20,South Dakota,Male,75-84 years,29,678,69,12,,89,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
9/30/20,2/1/20,9/26/20,South Dakota,Male,85 years and over,34,718,63,18,,84,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
9/30/20,2/1/20,9/26/20,South Dakota,Female,All Ages,108,2516,176,41,10,253,
9/30/20,2/1/20,9/26/20,South Dakota,Female,Under 1 year,0,22,0,0,0,0,
9/30/20,2/1/20,9/26/20,South Dakota,Female,0-17 years,0,34,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
9/30/20,2/1/20,9/26/20,South Dakota,Female,1-4 years,0,,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
9/30/20,2/1/20,9/26/20,South Dakota,Female,5-14 years,0,,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
9/30/20,2/1/20,9/26/20,South Dakota,Female,15-24 years,,13,0,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
9/30/20,2/1/20,9/26/20,South Dakota,Female,18-29 years,,22,0,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
9/30/20,2/1/20,9/26/20,South Dakota,Female,25-34 years,0,28,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
9/30/20,2/1/20,9/26/20,South Dakota,Female,30-49 years,,114,,,0,11,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
9/30/20,2/1/20,9/26/20,South Dakota,Female,35-44 years,0,50,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
9/30/20,2/1/20,9/26/20,South Dakota,Female,45-54 years,,106,10,,0,17,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
9/30/20,2/1/20,9/26/20,South Dakota,Female,50-64 years,18,323,36,12,,43,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
9/30/20,2/1/20,9/26/20,South Dakota,Female,55-64 years,14,264,29,11,,33,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
9/30/20,2/1/20,9/26/20,South Dakota,Female,65-74 years,17,405,33,,,47,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
9/30/20,2/1/20,9/26/20,South Dakota,Female,75-84 years,19,557,37,,,50,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
9/30/20,2/1/20,9/26/20,South Dakota,Female,85 years and over,48,1061,60,15,,97,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
9/30/20,2/1/20,9/26/20,South Dakota,Unknown,All Ages,0,0,0,0,0,0,
9/30/20,2/1/20,9/26/20,South Dakota,Unknown,Under 1 year,0,0,0,0,0,0,
9/30/20,2/1/20,9/26/20,South Dakota,Unknown,0-17 years,0,0,0,0,0,0,
9/30/20,2/1/20,9/26/20,South Dakota,Unknown,1-4 years,0,0,0,0,0,0,
9/30/20,2/1/20,9/26/20,South Dakota,Unknown,5-14 years,0,0,0,0,0,0,
9/30/20,2/1/20,9/26/20,South Dakota,Unknown,15-24 years,0,0,0,0,0,0,
9/30/20,2/1/20,9/26/20,South Dakota,Unknown,18-29 years,0,0,0,0,0,0,
9/30/20,2/1/20,9/26/20,South Dakota,Unknown,25-34 years,0,0,0,0,0,0,
9/30/20,2/1/20,9/26/20,South Dakota,Unknown,30-49 years,0,0,0,0,0,0,
9/30/20,2/1/20,9/26/20,South Dakota,Unknown,35-44 years,0,0,0,0,0,0,
9/30/20,2/1/20,9/26/20,South Dakota,Unknown,45-54 years,0,0,0,0,0,0,
9/30/20,2/1/20,9/26/20,South Dakota,Unknown,50-64 years,0,0,0,0,0,0,
9/30/20,2/1/20,9/26/20,South Dakota,Unknown,55-64 years,0,0,0,0,0,0,
9/30/20,2/1/20,9/26/20,South Dakota,Unknown,65-74 years,0,0,0,0,0,0,
9/30/20,2/1/20,9/26/20,South Dakota,Unknown,75-84 years,0,0,0,0,0,0,
9/30/20,2/1/20,9/26/20,South Dakota,Unknown,85 years and over,0,0,0,0,0,0,
9/30/20,2/1/20,9/26/20,Tennessee,All Sexes,All Ages,2202,52899,4351,1046,134,5640,
9/30/20,2/1/20,9/26/20,Tennessee,Male,All Ages,1244,27818,2385,614,66,3081,
9/30/20,2/1/20,9/26/20,Tennessee,Male,Under 1 year,,201,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
9/30/20,2/1/20,9/26/20,Tennessee,Male,0-17 years,,374,,,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
9/30/20,2/1/20,9/26/20,Tennessee,Male,1-4 years,,43,0,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
9/30/20,2/1/20,9/26/20,Tennessee,Male,5-14 years,0,61,0,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
9/30/20,2/1/20,9/26/20,Tennessee,Male,15-24 years,,487,10,0,,12,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
9/30/20,2/1/20,9/26/20,Tennessee,Male,18-29 years,,884,20,,0,23,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
9/30/20,2/1/20,9/26/20,Tennessee,Male,25-34 years,13,1014,21,,,31,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
9/30/20,2/1/20,9/26/20,Tennessee,Male,30-49 years,77,2821,113,29,,165,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
9/30/20,2/1/20,9/26/20,Tennessee,Male,35-44 years,37,1292,57,16,,80,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
9/30/20,2/1/20,9/26/20,Tennessee,Male,45-54 years,70,2290,148,32,,192,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
9/30/20,2/1/20,9/26/20,Tennessee,Male,50-64 years,249,6107,504,139,19,633,
9/30/20,2/1/20,9/26/20,Tennessee,Male,55-64 years,209,4798,402,117,14,508,
9/30/20,2/1/20,9/26/20,Tennessee,Male,65-74 years,309,6405,595,153,25,776,
9/30/20,2/1/20,9/26/20,Tennessee,Male,75-84 years,377,6645,685,182,12,892,
9/30/20,2/1/20,9/26/20,Tennessee,Male,85 years and over,226,4582,464,109,,585,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
9/30/20,2/1/20,9/26/20,Tennessee,Female,All Ages,958,25081,1966,432,68,2559,
9/30/20,2/1/20,9/26/20,Tennessee,Female,Under 1 year,0,142,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
9/30/20,2/1/20,9/26/20,Tennessee,Female,0-17 years,,237,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
9/30/20,2/1/20,9/26/20,Tennessee,Female,1-4 years,,32,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
9/30/20,2/1/20,9/26/20,Tennessee,Female,5-14 years,,30,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
9/30/20,2/1/20,9/26/20,Tennessee,Female,15-24 years,,190,,0,0,10,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
9/30/20,2/1/20,9/26/20,Tennessee,Female,18-29 years,,364,10,0,,15,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
9/30/20,2/1/20,9/26/20,Tennessee,Female,25-34 years,,479,10,,,16,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
9/30/20,2/1/20,9/26/20,Tennessee,Female,30-49 years,46,1617,87,24,11,120,
9/30/20,2/1/20,9/26/20,Tennessee,Female,35-44 years,19,763,41,13,,51,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
9/30/20,2/1/20,9/26/20,Tennessee,Female,45-54 years,52,1423,106,26,,140,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
9/30/20,2/1/20,9/26/20,Tennessee,Female,50-64 years,166,4094,359,104,13,434,
9/30/20,2/1/20,9/26/20,Tennessee,Female,55-64 years,138,3253,293,88,11,354,
9/30/20,2/1/20,9/26/20,Tennessee,Female,65-74 years,207,4915,458,91,12,586,
9/30/20,2/1/20,9/26/20,Tennessee,Female,75-84 years,257,6094,551,117,18,708,
9/30/20,2/1/20,9/26/20,Tennessee,Female,85 years and over,275,7760,496,96,12,687,
9/30/20,2/1/20,9/26/20,Tennessee,Unknown,All Ages,0,0,0,0,0,0,
9/30/20,2/1/20,9/26/20,Tennessee,Unknown,Under 1 year,0,0,0,0,0,0,
9/30/20,2/1/20,9/26/20,Tennessee,Unknown,0-17 years,0,0,0,0,0,0,
9/30/20,2/1/20,9/26/20,Tennessee,Unknown,1-4 years,0,0,0,0,0,0,
9/30/20,2/1/20,9/26/20,Tennessee,Unknown,5-14 years,0,0,0,0,0,0,
9/30/20,2/1/20,9/26/20,Tennessee,Unknown,15-24 years,0,0,0,0,0,0,
9/30/20,2/1/20,9/26/20,Tennessee,Unknown,18-29 years,0,0,0,0,0,0,
9/30/20,2/1/20,9/26/20,Tennessee,Unknown,25-34 years,0,0,0,0,0,0,
9/30/20,2/1/20,9/26/20,Tennessee,Unknown,30-49 years,0,0,0,0,0,0,
9/30/20,2/1/20,9/26/20,Tennessee,Unknown,35-44 years,0,0,0,0,0,0,
9/30/20,2/1/20,9/26/20,Tennessee,Unknown,45-54 years,0,0,0,0,0,0,
9/30/20,2/1/20,9/26/20,Tennessee,Unknown,50-64 years,0,0,0,0,0,0,
9/30/20,2/1/20,9/26/20,Tennessee,Unknown,55-64 years,0,0,0,0,0,0,
9/30/20,2/1/20,9/26/20,Tennessee,Unknown,65-74 years,0,0,0,0,0,0,
